ID,CLASS,TITLE,SUBJECTS
000095307001,PL 248 .C4563/O58,Onüç günün mektuplar? ve 1967-1978 mektuplar?,"Turkish Literature
Letter Writing--Fiction
Türk Edebiyat?
Mektup Yaz?m?--Roman"
000095311001,PL 235 .D36/P6,Portakal mavisi bir dünya : ?iirin ilam?,"Literature--Poetry--21st Century
Poetry--Pictorial Works
Edebiyat--?iir--21. Yüzy?l
?iir--Görsel Çal??malar"
000098030001,PL 248 .T36/A95,Ay?????nda çal??kur : öykü,"Turkish Literature--Short Stories
Türk Edebiyat?--K?sa Öyküler"
000098031001,PL 248 .T36/G69,Gözlerimi kapar?m vazifemi yapar?m,"Turkish Literature--Drama
Türk Edebiyat?--Oyun (Tiyatro)"
000098033001,PL 257 .U56/Z76,Ötekilere yazmak : Sevim Burak üzerine yaz?lar : inceleme,"Burak, Sevim
Authors, Turkish--20th Century--Criticism and Interpretation
Yazarlar, Türk--20. Yüzy?l--Ele?tiri ve Yorumlama"
000098036001,PL 248 .E731/Y38,Yava? : öykü,"Turkish Literature--Story
Türk Edebiyat?--Öykü"
000098038001,PG 3457 .C44/V57,Vi?ne bahçesi,"World Classics--Theater
Dünya Klasikleri--Tiyatro Oyunu"
000098040001,PG 3457 .C44/U2,Üç k?z karde?,"Chekhov, Anton Pavlovich, 1860-1904
Russian Drama
Rus Tiyatrosu"
000098044001,PA 4414 .A5/G65,Aias,"Ajax (Greek Mythology)--Drama
Aias (Yunan Mitolojisi)--Tiyatro"
000098047001,PA 4415 .T8/S67,Oidipus Kolonos’ta,"Oedipus (Greek Mythology)--Drama
Greek Literature--Translations into Turkish
Oedipus (Yunan Mitolojisi)--Tiyatro
Yunan Edebiyat?--Türkçe’ye Çeviriler"
000098048001,BL 1900 .L26/E5,Tao te ching : dao de jing ,"Taoism
Taoizm"
000098049001,PA 8514/.T9,Delili?e övgü = Encomium moriae,"Dorpius, Martinus, 1485--1525
Madness--Religious Aspects--Christianity
Delilik--Dini Yönler--Hristiyanl?k"
000099000001,PL 248 .A35/H39,Hayal kahramanlar?,"Turkish Literature
Türk  Edebiyat?"
000099749001,KBP 1584 .T55/L47,"Les cadis d'Iraq et l'e?tat abbasside, 132750-334945","Judges (Islamic Law)--Iraq
Judges (Islamic Law)--Islamic Empire
Justice, Administration Of (Islamic Law)--Iraq
Justice, Administration Of (Islamic Law)--Islamic Empire
Abbasids
Islamic Empire--History--750-1258
Hakimler (?slam Hukuku)--Irak
Hakimler (?slam Hukuku)--?slam ?mparatorlu?u
Adalet, Yönetimi (?slam Hukuku)--Irak
Adalet, Yönetimi (?slam Hukuku)--?slam ?mparatorlu?u
Abbasiler
?slam ?mparatorlu?u--Tarih--750-1258"
000099750001,PJ 6119/.M888,Mütun fi’l-lügati’l-Arabiyye : mütun el-beyan ve’l-edeb : mütun el-aruz ve’l-kavafi ve me’aha el-mu’allekatü’s-seb’a = ???? ?? ????? ??????? : ???? ?????? ?????? : ???? ?????? ???????? ????? ???????? ?????,"Arabic Language--Readers
Arabic Language--Readers--Art
Arapça--Okurlar
Arap Dili--Okurlar--Sanat"
000099766001,BP 189.9 .I43/M45,Mektubat-? Rabbani’de ?eri’at ve tasavvuf,"Sufism--Early Works to 1800
Sufizm (Tasavvuf)--1800'den Önceki Çal??malar"
000099767001,R 631 .M268/K58,Kitab-? Tes?rihu?'l-ebdan min e't-t?b,"Human Anatomy--Early Works to 1800
Medicine, Persian--Early Works to 1800
?nsan Anatomisi--1800'den Önceki Çal??malar
T?p, Farsça--1800'den Önceki Çal??malar"
000100956001,E 183.8 .R9/K43,Thirteen days : a memoir of the Cuban missile crisis,"Cuban Missile Crisis, 1962
United States--Foreign Relations--Soviet Union
Soviet Union--Foreign Relations--United States
Military Bases, Soviet--Cuba
Küba Füze Krizi, 1962
Birle?ik Devletler--D?? ?li?kiler--Sovyetler Birli?i
Sovyetler Birli?i--D?? ?li?kiler--Birle?ik Devletler
Askeri Üs, Sovyet--Küba
"
000100957001,E 183.8 .C5/M313,Nixon and Mao : the week that changed the world,"United States--Foreign Relations--China
China--Foreign Relations--United States
Nixon, Richard Milhous, 1913-1994
Mao, Zedong, 1893-1976
Visits of State--China
United States--Foreign Relations--1969-1974
China--Foreign Relations--1949-1976
Birle?ik Devletler--D?? ?li?kiler--Çin
Çin--D?? ?li?kiler--Birle?ik Devletler
Resmi Ziyaretler--Çin
Birle?ik Devletler--D?? ?li?kiler--1969-1974
Çin--D?? ?li?kiler--1949-1976"
000100958001,HM 1121 .M58/N38,The nature of intractable conflict : resolution in the twenty-first century,"Social Conflict 
Conflict Management 
International Relations 
Sosyal Çat??ma
Çat??ma Yönetimi
Uluslararas? ?li?kiler"
000100959001,KKX 2824 .A85/K36,Kamula?t?rma ve yarg?sal denetim,"Eminent Domain--Turkey
Dissertations, Academic
Kamula?t?rma--Türkiye
Tezler, Akademik"
000100960001,DR 438 .F74/I57,Inside the Seraglio : private lives of the Sultans in Istanbul,"Sultans--Turkey--Istanbul--Biography 
Turkey--Court and Courtiers 
Turkey--History--Ottoman Empire, 1288-1918 
Sultanlar--Türkiye--?stanbul--Biyografi
Türkiye--Saray ve Sarayl?lar
Türkiye--Tarih--Osmanl? ?mparatorlu?u, 1288-1918"
000100961001,E 183.8 .S65/W56,"The triumph of improvisation : Gorbachev's adaptability, Reagan's engagement, and the end of the Cold War","United States--Foreign Relations--Soviet Union
Soviet Union--Foreign Relations--United States
United States--Foreign Relations--1981-1989
Cold War--Diplomatic History
Gorbachev, Mikhail Sergeevich, 1931-
Reagan, Ronald
Birle?ik Devletler--D?? ?li?kiler--Sovyetler Birli?i
Sovyetler Birli?i--D?? ?li?kiler--Birle?ik Devletler
Birle?ik Devletler--D?? ?li?kiler--1981-1989
So?uk Sava?--Diplomatik Tarih
"
000100962001,GN 347/.F55,Film as ethnography,"Motion Pictures in Ethnology
Sinema Filmleri, Etnolojide"
000100963001,HC 420.3 .L374/G56,Globalizing Central Asia : geopolitics and the challenges of economic development,"Economic Development--Asia, Central
Geopolitics--Asia, Central
Asia, Central--Foreign Economic Relations
Globalization--Asia, Central
Ekonomik Kalk?nma--Asya, Merkez
Jeopolitik--Asya, Merkez
Asya, Merkez--D?? Ekonomik ?li?kiler
Küreselle?me--Asya, Merkez"
000100964001,DK 508.4 .H45/C85,Culture and customs of Ukraine,"Ukraine--Civilization
Ukraine--Social Life and Customs
Ukrayna--Medeniyet
Ukrayna--Sosyal Ya?am ve Gelenekler"
000100965001,BP 130.4 .S32/R43,Reading the Qur'an in the twenty-first century : a contextualist approach,"Qur?an--Criticism, Interpretation, etc
Qur?an--Reading
Kur’an-? Kerim--Ele?tiri, Yorumlama, vb.
Kur’an-? Kerim--Okuma
Kur’an-? Kerim"
000100967001,DK 508.848 .Z487/B67,Borderlands into bordered lands : geopolitics of identity in post-Soviet Ukraine,"Geopolitics--Ukraine 
Group Identity--Ukraine 
Borderlands--Social Aspects--Ukraine 
Nationalism and Collective Memory--Ukraine 
Ukraine--Boundaries--Russia 
Russia--Boundaries--Ukraine 
Ukraine--Politics and Government--1991- 
Jeopolitik--Ukrayna
Grup Kimli?i--Ukrayna
S?n?rlar--Sosyal Yönler--Ukrayna
Milliyetçilik ve Toplumsal Haf?za--Ukrayna
Ukrayna--S?n?rlr--Rusya
Rusya--S?n?rlr--Ukrayna
Ukrayna--Siyaset ve Yönet,m--1991-
"
000100968001,DK 510.763 .H45/A44,The American empire should be destroyed : Alexander Dugin and the perils of immanentized eschatology,"Russia--Foreign Rlations--United States
United States--Foreign Relations--Russia
Rusya--D?? ?li?kiler--Birle?ik Devletler
Birle?ik Devletler--D?? ?li?kiler--Rusya"
000100969001,PF 3112/.D66,Donauwalzer,"German Language--Grammar 
German Language--Textbooks for Foreign Speakers
Alman Dili--Gramer
Alman Dili--Ders Kitaplar?, Yabanc?lar ?çin"
000100971001,PF 3112/.S78,Studio d A2 : Deutsch als fremdsprache : kurs und übungsbuch,"German Language--Study and Teaching--Foreign Speakers
Alman Dili--Çal??ma ve Ö?renim--Yabanc?lar ?çin"
000100973001,QH 581.2/.M65,Molecular biology of the cell,"Cells
Molecular Biology
Hücreler
Moleküler Biyoloji"
000100974001,KJC 5132/.Z67,Zorunlu askerlik s?ras?nda ya?anan hak ihlalleri : www.askerhaklari.com sitesine May?s 2012-Nisan 2013 döneminde gelen ba?vurular,"Human Rights
Soldiers--Turkey--Psychology
?nsan Haklar?
Askerler--Türkiye--Psikoloji"
000100977001,JQ 1850 .A91/A825,"The Arab uprisings : catalysts, dynamics, and trajectories","Arab Spring, 2010-
Protest Movements--Arab Countries
Democratization--Arab Countries
Arab Countries--Politics and Government--21st Century
Arap Bahar?, 2010-
Protesto Hareketleri--Arap Ülkeleri
Demokratikle?me--Arap Ülkeleri
Arap Ülkeleri--Siyaset ve Yönetim--21. Yüzy?l"
000100978001,JQ 1809 .A795/N43,Milli görü?ten muhafazakar demokrasiye,"Ak Parti (Turkey)
Political Parties--Turkey
Turkey--Politics and Government--20th Century
Turkey--Politics and Government--21st Century
Ak Parti (Türkiye)
Siyasi Partiler--Türkiye
Türkiye--Siyaset ve Yönetim--20 Yüzy?l
Türkiye--Siyaset ve Yönetim--21 Yüzy?l"
000100982001,BP 130.4 .B33/S53,Haza el-cüz’ el-evvel min ha?iye ?eyhzade ala tefsiru’l-kad? Beyzavi = ??? ????? ????? ?? ????? ??????? ??? ????? ?????? ????????,"Bayd?a?wi?, Abd Alla?h Ibn Umar, -1286?-- Anwa?r al-Tanzi?l
Qur?an--Commentaries
Beyzavi, Abdullah ?bn Ömer, -1286?--Envar et-Tenzil
Kur’an-? Kerim--Yorumlar"
000100993001,JC 574 .Y39/L53 ,Liberallik ve demokratl?k tart??mas?,"Liberalism
Democracy
Democratization
Political Participation
Liberalizm
Demokrasi
Demokratikle?me
Siyasal Kat?l?m
"
000100994001,HC 492/.P59,Piyasa medeniyeti ,"Turkey--Economic Conditions
Türkiye--Ekonomik Ko?ullar"
000100995001,CB 151 .W75/I44,?lerlemenin k?sa tarihi,"Progress--History
Civilization--History
Environmental Degradation
?lerleme--Tarih
Medeniyet--Tarih
Çevre Degradasyonu"
000100996001,RA 410.5 .T9/S24,14. yüzy?ldan Cumhuriyet’e hastal?klar-hastaneler-kurumlar : sa?l?k tarihi yaz?lar? I,"Health Policy--Turkey
Medical Attendance
Sa?l?k Politikas?--Türkiye
T?bbi Bak?m"
000100997001,TK 5105.8885 .O93/W67,Wordpress tema programlama,"Wordpress (Electronic Resource)
Wordpress (Elektronik Kaynak)
Blogs--Computer Programs
Bloglar--Bilgisayar Programlar?"
000100998001,TK 5105.8885 .D74/N458,Dreamweaver CS6 and CC,"Dreamweaver (Computer File)
Web Sites--Authoring Programs
Web Sites--Design
Dreamweaver (Bilgisayar Dosyas?)
Web Siteleri--Yazma Programlar?
Web Siteleri--Tasar?m"
000100999001,PR 6056 .F44/T36,Tanr? olmak güzel,"English Literature--Fiction
?ngiliz Edebiyat?--Roman"
000101000001,PL 248 .Y8744/V372,Varka ve Gül?ah (inceleme-metin-dizin),"Epic Poetry, Turkish
Masnavis, Turkish
Turkish Language--to 1500
Epik ?iir, Türkçe
Mesneviler, Türkçe
Türk Dili--1500’de"
000101245001,PJ 7691 .B45/K57,K?ssatün kasiratün 50 = ??? ????? 50,"Short Stories--Translations into Arabic
Literature, Modern--Translations into Arabic
K?sa Hikayeler--Çeviriler, Arapça’ya
Edebiyat, Modern--Çeviriler, Arapça’ya"
000101246001,PJ 7691 .B45/K57,K?ssatün kasiratün 50 = ??? ????? 50,"Short Stories--Translations into Arabic
Literature, Modern--Translations into Arabic
K?sa Hikayeler--Çeviriler, Arapça’ya
Edebiyat, Modern--Çeviriler, Arapça’ya"
000101544001,T 14.5 .V67/S63,Society and technological change,"Technology--Social Aspects 
Technological Innovations--Social Aspects 
Teknoloji--Sosyal Yönler
Teknolojik ?novasyon (Yenilikler)--Sosyal Yönler
"
000101548001,BP 166 .M33/D45,Deliverance from error : an annotated translation of al-Munqidh min al Dal?al and other relevant works of Al-Ghaz?al?i,"Islam--Doctrines--Early Works to 1800
Ghazza?li?, 1058-1111
Muslims--Islamic Empire--Biography
?slam--Ö?retiler--1800’den Önceki Çal??malar
Müslümanlar--?slam ?mparatorlu?u--Biyografi"
000101551001,HD 846.5 .A6/Y560,Defterhâne'den Tapu ve Kadastro'ya : Tapu ve Kadastro Genel Müdürlü?ü'nün tarihçesi," Land Tenure--Turkey 
Land Titles--Registration and Transfer--Turkey--History
Cadastre--Turkey--History
Tapu ve Kadastro Genel Müdürlü?ü
Toprak Rejimi--Türkiye
Toprak Mülkiyeti--Tescil ve Devir--Türkiye--
Kadastro--Türkiye--Tarih"
000101556001,N 6260/.E27 ,Early capitals of Islamic culture : the artistic legacy of Umayyad Damascus and Abbasid Baghdad (650-950),"Islamic Art--Exhibitions
Damascus (Syria) in Art--Exhibitions
Baghdad (Iraq) in Art--Exhibitions
?slami Sanat--Sergiler
?am (Suriye), Sanatta--Sergiler
Ba?dat (Irak), Sanatta--Sergiler"
000101557001,PE 1128 .S5/T64,TOEFL ?BT : internet-based test,"English Language--Textbooks for Foreign Speakers
English Language--Study and Teaching--Foreign Speakers
Test of English as a Foreign Language--Study Guides
English Language--Examinations--Study Guides
English Language--Sound Recordings for Foreign Speakers
?ngiliz Dili--Ders Kitaplar?, Yabanc?lar ?çin
?ngiliz Dili--Çal??ma ve Ö?renim--Yabanc?lar ?çin
Yabanc? Dil Olarak ?ngilizce Testi--Çal??ma Rehberleri
?ngiliz Dili--S?navlar--Çal??ma Rehberleri
?ngiliz Dili--Ses Kay?tlar?, Yabanc?lar ?çin"
000101558001,JA 71 .J67/P87,The pure theory of politics,"Political Science
Siyasi Bilimler"
000101559001,DK 274 .K635/A76,"Armageddon averted : the Soviet collapse, 1970-2000","Communism--Soviet Union--History 
Soviet Union--History--1953-1985 
Soviet Union--History--1985-1991 
Komünizm--Sovyetler Birli?i--Tarih
Sovyetler Birli?i--Tarih--1953-1985
Sovyetler Birli?i--Tarih--1985-1991"
000101560001,E 744 .W56/T73,The tragedy of American diplomacy,"United States--Foreign Relations--20th Century
Birle?ik Devletler--D?? ?li?kiler--20. Yüzy?l"
000101561001,GF 13 .M39/S66,Something new under the sun : an environmental history of the twentieth-century world,"Human Ecology--History--20th Century
Nature--Effect of Human Beings on--History--20th Century
?nsan Ekolojisi--Tarih--20. Yüzy?l
Do?a--?nsano?lu Etkisi--Tarih--20. Yüzy?l"
000101562001,N 8189 .U38/P58,Tsars and Cossacks : a study in iconography,"Icons, Cossack--Ukraine--17th Century
Icons, Cossack--Ukraine--18th Century
Cossacks--Ukraine--Government Relations
Simgeler, Kazak--Ukrayna--17 Yüzy?l
Simgeler, Kazak--Ukryna--18. Yüzy?l
Kazaklar--Ukrayna--Hükümet ?li?kileri"
000101563001,DK 267 .G45/R63,"The road to terror : Stalin and the self-destruction of the Bolsheviks, 1932-1939","Political Purges--Soviet Union--History--Sources
Soviet Union--Politics and Government--1917-1936--Sources
Soviet Union--Politics and Government--1936-1953--Sources
Terrorism--Soviet Union--Sources
Stalin, Joseph, 1879-1953--Sources
Siyasal Tasfiye--Sovyetler Birli?i--Tarih--Kaynaklar
Sovyetler Birli?i--Siyaset ve Yönetim--1917-1936--Kaynaklar
Sovyetler Birli?i--Siyaset ve Yönetim--1936-1953--Kaynaklar
Terörizm--Sovyetler Birli?i--Kaynaklar
Stalin, Joseph, 1879-1953--Kaynaklar"
000101564001,K 230 .S352/C76,The legal theory of Carl Schmitt,"Schmitt, Carl, 1888-1985
Law--Philosophy
Hukuk--Felsefe"
000101565001,K 230 .S35/S25,"Carl Schmitt : law as politics, ideology and strategic myth","Schmitt, Carl, 1888-1985
Law--Philosophy
Law--Political Aspects
Hukuk--Felsefe
Hukuk--Siyasi Yönler
"
000101566001,DK 288 .R46/L46,Lenin's tomb : the last days of the soviet empire,"Soviet Union--Politics and Government--1985-1991
Sovyetler Birli?i--Siyaset ve Yönetim--1985-1991"
000101567001,BP 135 .A124/C66,The content of character : ethical sayings of the Prophet Muhammad,"Hadith--Texts
Hadith
Hadis--Metinler
Hadis"
000101571001,JF 1525 .I6/P33,"Disinformation : former spy chief reveals secret strategies for undermining freedom, attacking religion, and promoting terrorism","Disinformation
Intelligence Service--Communist Countries--History--20th Century
Cold War
Yanl?? Bilgilendirme
?stihbarat Servisi--Komünist Ülkeler--Tarih--20. Yüzy?l
So?uk Sava?"
000101574001,PA 258/.R39,Reading Greek : text and vocabulary,"Greek Language--Grammar
Greek Language--Readers
Yunan Dili--Gramer
Yunan Dili--Okumalar"
000101575001,DK 71 .P66/O75,"The origins of the Slavic nations : premodern identities in Russia, Ukraine, and Belarus","Kievan Rus--History
Slavs, Eastern--Origin
Slavs, Eastern--History
Slavs, Eastern--Religion
Slavs, Eastern--Ethnic Identity
Kiev Rus--Tarih
Slavlar, Do?u--Köken
Slavlar, Do?u--Tarih
Slavlar, Do?u--Din
Slavlar, Do?u--Etnik Kimlik"
000101576001,JZ 1570/.R48,The return of geopolitics in Europe? : social mechanisms and foreign policy identity crises,"Europe--Foreign Relations--1989-
Geopolitics--Europe--History--20th Century
Geopolitics--Europe--History--21st Century
Avrupa--D?? ?li?kiler--1989-
Jeopolitik--Avrupa--Tarih--20. Yüzy?l
Jeopolitik--Avrupa--Tarih--21. Yüzy?l
"
000101577001,DK 32/.C33,The Cambridge companion to modern Russian culture,"Russia--Civilization
Russia (Federation)--Civilization
Arts, Russian
Rusya--Siville?me
Rusya (Federasyon)--Medeniyet
Sanat, Rus

"
000101578001,JN 6699 .A79/M93,The forensics of election fraud : Russia and Ukraine,"Elections--Corrupt Practices--Russia (Federation)
Elections--Corrupt Practices--Ukraine
Elections--Corrupt Practices--United States
Seçimler--Yolsuzluklar--Rusya (Federasyon)
Seçimler--Yolsuzluklar--Ukrayna
Seçimler--Yolsuzluklar--Birle?ik Devletler

"
000101579001,KKX 1771 .B65/H85,Hukuk yarg?lamas?nda delillerin toplanmas?nda taraflar?n ve hâkimin rolü,"Law--Turkey
Administrative Courts--Turkey
Fingerprints
Medical Jurisprudence 
Writing--Identification 
Evidence, Criminal--Turkey 
Evidence (Law)--Turkey
Hukuk--Türkiye
?dari Mahkemeler--Türkiye
Parmak ?zleri
Adli T?p
Yaz?--Tan?mlama
Delil, Cezai--Türkiye
Delil (Hukuk)--Türkiye"
000101580001,DK 508.95 .O33/H47,"Odessa : a history, 1794-1914","Odesa (Ukraine)--History
Odesa (Ukrayna)--Tarih



"
000101582001,PL 248/.B575,Bir izdivac?n hikayesi ve kapal? kutu,"Turkish Literature--Fiction
Türk Edebiyat?--Roman"
000101583001,BP 75 .H39/F57,The first Muslim : the story of Muhammad,"Muh?ammad, Prophet, 632--Biography
Muhammed, Peygamber, 632--Biyografi"
000101584001,DK 511 .A4/R49,Azerbaijan and Aran (Caucasian Albania),"Azerbaijan--History
Albania (Ancient Kingdom)--History
Azerbaycan--Tarih
Arnavutluk (Antik Krall?k)--Tarih
"
000101585001,HS 205 .O73/S88,America's secret establishment : an introduction to the Order of Skull & Bones,"Order of Skull & Bones--Political Activity
Order of Skull & Bones--Philosophy
Order of Skull & Bones--History--Sources
Order of Skull & Bones--Siyasi Faaliyetler
Order of Skull & Bones--Felsefe
Order of Skull & Bones--Tarih--Kaynaklar"
000101586001,DK 508.5/.A79,The Ukraine : a history,"Ukraine--History
Ukrayna--Tarih"
000101587001,GN 489/.S24,Stone age economics,"Economic Anthropology
Ekonomik Antropoloji"
000101588001,B 4231/.H57,"A history of Russian philosophy 1830-1930 : faith, reason, and the defense of human dignity","Philosophy, Russian--19th Century
Philosophy, Russian--20th Century
Felsefe, Rus--19. Yüzy?l
Felsefe, Rus--20. Yüzy?l"
000101589001,KBP 3791/.P48,Crime and punishment in Islamic law : theory and practice from the Sixteenth to the Twenty-First Century,"Criminal Law (Islamic Law)
Punishment (Islamic Law)
Crime--Religious Aspects--Islam
Punishment--Religious Aspects--Islam
Ceza Hukuku (?slam Hukuku)
Cezaland?rma (?slam Hukuku)
Suç--Dini Yönler--?slam
Cezaland?rma--Dini Yönler--?slam"
000101590001,QA 402.5/.T39,Metaheuristics : from design to implementation,"Mathematical Optimization
Heuristic Programming
Problem Solving--Data Processing
Computer Algorithms
Matematiksel Optimizasyon
Bulu?sal Programlama
Sorun Çözme--Veri ??leme
Bilgisayar Algoritmas?"
000101591001,HG 229/.G6756,The great inflation : the rebirth of modern central banking,"Inflation (Finance)--History--20th Century
Economic History--1945-1971
Economic History--1971-1990
Enflasyon (Finans)--Tarih--20. Yüzy?l
Ekonomi Tarihi--1945-1971
Ekonomi Tarihi--1971-1990"
000101592001,E 744/.A2145,The end of American world order,"International Relations
World Politics
United States--Foreign Relations
Uluslararas? ?li?kiler
Dünya Siyaseti
Birle?ik Devletler--D?? ?li?kiler"
000101593001,DK 508.833/.B47,Harvest of despair : life and death in Ukraine under Nazi rule,"Ukraine--History--German Occupation, 1941-1944
Ukrayna--Tarih--Alman ??gali, 1941-1944"
000101594001,DK 508.849/.W55,Ukraine crisis : what it means for the west,"Ukraine--History--1991-
Ukraine--Foreign Relations--Russia (Federation)
Russia (Federation)--Foreign Relations--Ukraine
Russia (Federation)--History--1991-
Ukrayna--Tarih--1991-
Ukrayna--D?? ?li?kiler--Rusya (Federasyon)
Rusya (Federasyon)--D?? ?li?kiler--Ukrayna
Rusya (Federasyon)--Tarih--1991-"
000101595001,DR 48.6/.B3453,Balkan as metaphor : between globalization and fragmentation,"Balkan Peninsula--Politics and Government--1989-
Balkan Peninsula--Ethnic Relations
Balkan Yar?madas?--Siyaset ve Yönetim--1989-
Balkan Yar?madas?--Etnik ?li?kiler"
000101596001,DD 285/.N35,"The Russians in Germany : a history of the Soviet Zone of occupation, 1945-1949","Germany (East)--Politics and Government
Communism and Culture--Germany (East)
Germany (East)--Economic Policy
Sozialistische Einheitspartei Deutschlands
Germany (East)--Social Policy
Almanya (Do?u)--Siyaset ve Yönetim
Komünizm ve Kültür--Almanya (Do?u)
Almanya (Do?u)--Ekonomi Politikas?
Almanya Sosyalist Birlik Partisi"
